gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
277,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((9)-(4)))-((4)/((2)/(6))))/(((7)-(1))*((0)-((7)-((x)*(x)))))),(((((x)-((2)*(x)))*(((3)-(8))+((0)/(3))))-(((4)*((6)*(x)))+(((5)/(8))-((9)/(x)))))-((((5)/((3)/(6)))*((8)-((0)*(0))))/(((x)+((x)+(x)))+((7)*((0)-((5)/(x))))))),0.06715937970303686,0.0000416705745985351,-0.9720534537391536,-0.4435298862834747,0.21916265711404387,0.4611757955460469,0.00010411632687641506,0.003697658399668018,1.2149374273267965,-0.18304138681215337,1.1249058400171905,-0.0674541717400623,-0.9423399544013802,-0.29589645658498037,0.4919740538473753,0.2252779936006164,NaN,NaN,20162.840285755592,479.9544098703509,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,5,1,0
278,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(x)))+(((0)/(4))*((x)*((4)*(7)))))*((((3)*(4))/((4)/(7)))/(((x)*(1))+((4)/((x)-(x)))))),(((((x)+(3))-((0)*(x)))-(((7)*(x))*((1)*((2)+(0)))))-((((5)*(0))*((x)*(9)))*(((x)*(x))/((x)/((x)/(x)))))),0.0062754914348789196,0.000005189968189090375,-0.9596251631300985,-0.465122297975169,0.2804737704170924,0.4891100438133445,0.0002224718422782631,0.0030743892885612867,1.2802476986821028,0.0652908465808287,0.8039547265453129,-0.6925275039218994,-0.9182427923308479,-0.3524563563692509,0.8376571027168827,0.4911779050847505,NaN,NaN,147874.44622760967,325.74936845107266,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithDiv,0,0,4,8,0
279,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((7)*(9)),((x)*((9)+(x))),-0.20855178028313862,-0.00000004409761611803331,-0.9375231591843278,0.015791227958181143,0.0002912435606800943,0.020314056681240845,0.000000008100994313784827,0.000005519047026711684,-0.031195754619900665,-0.3874143191465178,-1.0050505326315968,-0.17296589353088532,-0.9373679651750018,0.02032966656363712,-0.9364535968330467,0.08188780654933482,641.5553410257322,627.1877789795321,650.9214408991473,587.7780665825798,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,5,3,0
280,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((7)*(9))*((0)+((x)*(3))))*(((3)*(7))*((x)+((1)*(3)))))-((((4)-(5))+((x)+(x)))-(((0)*(x))+((x)+((x)+(x)))))),(((x)*((x)+(2)))+((0)*(x))),0.17003494079510828,0.00010767124836617007,-0.9105613729090225,-0.003949879691426681,0.4059554248604684,0.11707266072500284,0.000625713374454194,0.0006408371934159376,0.4084923161300163,-0.4935166833209706,-0.542248926582694,-0.3708037447132124,-0.8474888713853076,0.03936143403892919,0.9996479613301996,0.6170047477877958,461716.85859012336,615.4309528333055,29096934.206412584,245.19466189585415,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,6,2,0
281,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+(x)),(((x)*((x)*(9)))-((5)/(x))),NaN,0,-0.9380159615292172,-0.00011514620168435745,0,0.009885561126189322,0,0.000001332672557643356,NaN,-0.1086146081742203,NaN,-0.2616142661891625,-0.9380159615292172,0.002515534434233094,-0.9380159615292172,0.06724524164362179,634.9177549537858,638.3548066810934,634.9177549537858,592.3688790685148,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,1,3,0
282,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)+(6))*((x)+(2)))*(((x)+(0))*((9)-((3)*(x)))))*((((x)+(0))+((5)+(x)))-(((x)*(x))*((5)*((3)/(x)))))),((((x)-(0))/((1)+((2)*(0))))/(((7)/(6))-((4)*((x)*(x))))),0.08256814323615154,0.0001401646145523448,-0.9110333025975621,-0.8084749131961331,0.4931592449769101,0.47575959113118704,0.0012077234050662895,0.0023860759010697684,0.939051963802623,-0.009210135717381426,0.7438053258358233,0.9936937441824507,-0.806770475760021,-0.6843334973130586,0.9934383262415057,0.6005462915314183,NaN,NaN,1561072.127372234,255.73141292292496,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,2,3,0
283,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(x)))+(((4)-(3))*((3)*(x))))-(((9)+((6)-(7)))-((8)*((x)-((x)-(x)))))),((((x)*(3))-((x)-(6)))+((x)*((x)+(0)))),-0.09543339180255118,-0.00005733752424439569,-0.9046469469505252,-0.03000843626145287,0.3881387852499062,0.20392257061258032,0.0007193388507676511,0.0005018149990325047,0.6515258543094019,-0.19201134220298713,-0.13790931583301536,-0.6168687162887743,-0.8342921943472751,0.012460673667412506,0.9281105054169566,0.686199915625868,4695.200951301002,724.2981244434268,142485.99287984608,200.89571645231484,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,1,1,0
284,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(3))*((1)+((6)*(9))))*(((1)+(x))/((9)*((x)+(x)))))*((((9)*(9))*((5)*(3)))-(((0)-(7))+((5)-((9)*((x)*(x))))))),(0),NaN,0,-0.6484815919445774,0,0.7659949757065507,0,0.004196604704587165,0,-0.10544598183468074,NaN,-0.3030512882251828,NaN,-0.5007184027102707,0,0.9999306295411652,0,4121551.533417925,640.2028758309526,147660058.55143926,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,3,1,0
285,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(8))*((9)-(x)))*(((x)+(8))*((7)*(x))))*(((5)+((7)/(7)))-(((2)-(x))*((x)/((x)+(x)))))),((x)+((x)/(1))),-0.008894906072674137,-0.0000034493112096935943,-0.9442117760395299,-0.0966213202385807,0.31673639954487787,0.12507862966790062,0.00010277735731677703,0.001463135609188561,3.558517166104487,-0.40879390282310085,17.035305852449227,0.10202265584661863,-0.8862987276573313,-0.015316831993092143,0.8865159140228945,0.016496957076577123,NaN,1141.986824586955,683689.0114479031,629.6414764680682,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,4,1,0
286,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)-(7))-((2)*((x)*(9))))/(((x)/(6))*((x)*((5)*(x))))),(0),NaN,0,-0.9547712095088148,0,0.18499949441497948,0,0.00005154366518661456,0,1.807644447956523,NaN,5.357293271850589,NaN,-0.9229697918640155,0,0.5232034938334152,0,927.5398519296425,640.2028758309526,24466.57880604115,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,ReplaceBranchR,0,0,1,1,0
287,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(8))*((7)*((x)*(2))))*((9)+((4)/((2)-(x))))),(((((x)*((x)*(x)))+((0)+((x)-(2))))-(((8)*((x)+(7)))*((0)+((4)+(3)))))*((((0)+(x))+((x)-((7)-(5))))-(((x)-((3)+(x)))+((4)*((9)/((x)*(x))))))),0.12997464847502557,0.00012787697902269602,-0.9592409074007144,-0.3645884448072153,0.35780264798987865,0.4412650202728444,0.0002866175777112729,0.003377260895315339,2.2353557419042276,-0.35210689323358874,7.288211177410252,-0.304324482735983,-0.8803654055577901,-0.22514283524539014,0.7755679760822624,0.7022976007972347,NaN,NaN,45640.75052430911,190.58993211138468,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithSub,0,0,1,3,0
288,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((x)*((9)+(9)))-((9)*((x)/(x)))),0.4235439319673774,0.00008663245509383434,-0.9379711473933643,-0.06399479497966526,0,0.016986768754513933,0.000014206711441544993,0.0029449013878804216,-8.000000000000062,-2.2300194032739244,64.0000000000007,5.619661196751418,-0.9374999999999999,0.00016570516753724616,-0.9374999999999999,0.0663947881260173,640.2028758309526,640.2107515831884,640.2028758309526,592.9738377215492,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithSub,0,0,1,1,0
289,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*(8))+((0)*(x))),(((x)+((x)+(1)))*((x)*(x))),0.0854897524308769,0.00000010772913824396597,-0.9374411644667527,0.01178898761393688,0.002171262464974447,0.08924751289321302,0.000000022056296663803674,0.00007199555074349922,-0.46460982805332784,0.2579790545544396,1.4205174074574516,-0.001247303468245864,-0.9370319051431124,0.03272181302473072,-0.920051834810861,0.8088004252403622,644.9976866076101,619.3010777234078,818.9287243439173,122.40651761877533,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,1,2,0
290,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((8)-(2)))+(((6)*(3))*((x)*((8)-(4)))))*((((4)+(5))*((x)-(x)))-(((x)-(x))-((x)*((x)-(x)))))),(((((5)-(4))+((6)-((x)+(1))))*(((6)*(5))/((5)-((3)*(x)))))*((((x)-(2))+((7)-(x)))*(((0)-(6))-((7)-((x)*((x)/(x))))))),-0.06348475254321488,-0.00014150931923719053,-0.795111765447237,-0.31100680652991125,0.6246666831073419,0.43833840809449626,0.002050948618785369,0.002422570591349545,0.038188278163229915,-0.24760450519206123,-0.27155506343005253,-0.5004880307232109,-0.6770135867789273,-0.22117707124998875,0.9995696774118261,0.8641131584691422,NaN,NaN,23803644.741875138,86.99514673564012,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,4,2,0
291,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((x)*(x)))+((5)-((x)*(x)))),(((9)*((8)-(x)))*((x)-((x)+(x)))),0.061060340209433774,0.000005431149947052616,-0.9432450713193848,-0.09728431753473635,0.0388541256486245,0.17754306396355968,0.000006427945608510516,0.0012308154916712505,0.7847807784192632,-0.18869504991997674,1.3736861397040854,-0.6808926902415675,-0.9354418776029598,-0.029536372481752556,-0.6421420494460183,0.5345504512582867,661.2847298693071,1643.3223717592473,3665.627025338079,297.98213965866404,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,1,2,0
292,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((6)*(9)))*(((x)+(2))*((x)/(4))))/(((6)+((x)+(x)))-((x)*((x)+((x)+(x)))))),((x)*(9)),0.13626092650532523,0.0000012002014862739119,-0.9516624788661826,0.00046824904956261173,0.24159723648720463,0.01747485075297644,0.00004517392402203954,0.0000017174251886717869,1.7394946790678047,0.5503595999941641,3.4314712006582258,0.17956864543107454,-0.9258214032486524,0.0044504411366086925,0.9647272600887657,0.07377034044034662,4982.892361904364,637.3617488003451,290401.20044751116,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,SubXD,0,0,6,5,0
293,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((x)+((x)+(1)))*((x)*(x))),NaN,0,-0.9374999999999999,-0.02530499518882175,0,0.17053177530084018,0,0.0009120662740666235,NaN,-0.3359837592907121,NaN,-0.2844123899903557,-0.9374999999999999,0.02749811179227996,-0.9374999999999999,0.8088004252403622,640.2028758309526,632.629020241459,640.2028758309526,122.40651761877533,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,SubXD,0,0,1,5,0
294,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((0)-((6)+(x)))*((9)*(9))),((((7)*(x))*((x)*(9)))-((0)+((4)/((x)-(x))))),0.25513183661155786,0.000000588700739248237,-0.9373258003198696,-0.011611462108855546,0.00629312652034394,0.05321620544221296,0.00000006892393538922927,0.00007724845193463462,2.025884590329761,-1.9781177443745757,7.713772830141833,3.4040620433001645,-0.9360744632092386,-0.001503290808632385,-0.8944778747511148,0.41565014923672566,654.8049998797239,640.7592759094787,1080.889088770084,344.5357415188233,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,2,1,0
295,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(8))/((1)/(x)))*((5)*((x)/((3)/(4))))),((((0)+(8))+((1)*(5)))*((x)+((x)+(x)))),-0.13494001564435773,-0.0000018360381819260872,-0.9709073379429467,0.013181247035988608,0.17844797268579485,0.047284791974321415,0.00002993015665857949,0.000006185472986949036,1.5403352186707915,0.2904694835812549,6.31146621656184,0.2063183023469577,-0.9454002204043561,0.020686914948099495,0.43595645992375487,0.364461917440203,639.8671876114591,626.9700304586411,19866.500911640735,406.87330815487144,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithSub,0,0,4,1,0
296,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((0)-((x)/(1)))/((9)+(x))),(0),NaN,0,-0.950167326489411,0,0.016856451208451737,0,0.000007956757410368119,0,-0.3016493870629931,NaN,0.9199162221228323,NaN,-0.9425906253981973,0,-0.9333436436121894,0,588.0583475156889,640.2028758309526,682.7774568302293,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,3,1,0
297,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)-(9))*((x)-(x))),((((x)*(1))*((8)+(x)))*((x)-((2)+((8)*(x))))),-0.043113650673137986,-0.0000008614286447119027,-0.9384386264764497,-0.05425515744962227,0.003011744823349378,0.18668098829177954,0.0000003815350109776061,0.0010463443283021802,-0.6129110535858534,-0.4474374530404382,-0.2787198149868706,-0.03781376892860022,-0.9374848168008305,0.009652297975363206,-0.9309476860433672,0.7760038079554226,640.3584010753145,1130.073435524655,707.3198396450898,143.4030063221208,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithDiv,0,0,11,1,0
298,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)+(9)),(((x)-(2))*((x)*(x))),0.06548642543180234,0.000000022915991745410823,-0.9374849639329753,0.005860621622990772,0.00015206870930493336,0.10487826282613287,0.0000000008094978922063968,0.00015127216470048641,-0.33488190439949955,-0.5014153736565983,-0.012087111247574445,0.4629140424506595,-0.937429339853793,0.03232672465255934,-0.9372607417928671,0.6146295576030923,640.9266650918883,621.3449491899974,642.6536565073151,246.7152654827468,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithSub,0,0,5,1,0
