gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
376,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(5))*((x)+(2)))*(((x)*(3))*((6)-(7))))+(((7)-((x)/(x)))/(((x)-(x))+((x)+((x)*(x)))))),(((x)*((x)-(0)))-((8)*((x)-(5)))),-0.1448507624698182,-0.000016804774962729185,-0.9384177319773971,-0.03102063181085519,0.20280264222439198,0.10298173489560329,0.000016067415313324323,0.0008376793535565454,3.4875357542073284,-0.34148207463805835,16.12839541672763,-0.00986629168670694,-0.9159990387408209,0.0328062213741799,0.6773622472221091,0.6661703305656106,1238.9750806988907,619.2969371318117,41407.7185784513,213.71871440959237,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,0,0,2,2,4
377,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(5))*((x)*(8)))/(((2)+(2))*((x)/((x)+(x)))))/((((x)-(x))-((x)-(x)))*(((x)-(x))*((x)/((x)-(x)))))),(((x)*(9))*((9)+(4))),0.019827686723900312,0.000004119227038771656,-0.9427974481146548,-0.26232603831744594,0.2028361566133822,0.381133610697729,0.000015369642732278747,0.0028081712565575837,3.353567463961923,-0.035514748580503304,18.23683820976747,-0.9238717632467282,-0.9198351542749572,-0.15572295950408938,0.6676146181722865,0.5687605988516952,NaN,NaN,39670.83187186218,276.08070478676257,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,0,0,1,5,4
378,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)*(x))*((4)*(x)))+((x)*((7)*((x)*(x))))),((((5)*((1)+(1)))*((7)*((2)-(x))))*(((x)*(3))-((0)-((4)/((x)+(x)))))),0.11211101383218881,0.00016835170260114593,-0.7985611369749226,-0.1215242482803335,0.49996969140026065,0.23111253525399827,0.0018321997407782962,0.001230738109323441,0.11299734234102564,-0.2690050342259069,-0.155359642803222,0.026369457923795192,-0.6825324909544915,-0.047421633744187494,0.8592510428258245,0.4457069594824138,4900.7592626617225,2160.2832627750417,72776.7098168928,323.1552344548291,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddXD,AddRandomSubTreeR,0,0,8,4,4
379,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((x)*(9))),(((9)*(9))/((x)+(x))),-0.033013848555722765,-0.000004481322973404434,-0.9460541417070258,-0.5373149899844345,0.01196798409094689,0.5017575536667732,0.0000071253661335026305,0.002585907557714515,-0.14432980987228744,0.4343370038399576,-0.18748392818248227,-0.06660291850165789,-0.9401481615329705,-0.4172363210919015,-0.9170735237990815,0.0161908197637932,NaN,NaN,849.4362967416818,628.6857543033515,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MultXD,AddRandomSubTreeR,0,0,9,6,4
380,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((5)/(7)))+(((8)-(9))+((8)+((3)*(9)))))+(((7)+((2)+(2)))*(((x)*(1))-((x)+((x)*(x)))))),((x)-(9)),-0.08181840442331216,-0.0000011715621583859682,-0.9212049685692453,-0.0001029704686694168,0.4589017617813023,0.004102114758088295,0.0008027353930281807,0.0000002554207921750607,1.101715214999399,-0.4917262506364049,1.0369191078278734,0.05494692951292546,-0.8374469415426198,0.0008813150360080003,0.985878534716845,0.00988042725195995,18041.941840154854,639.6419225300232,725367.078267296,633.8773978898093,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,1,2,4
381,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((x)*(9)))+((9)*((x)+(1)))),((((x)*(9))*((1)*(3)))+((0)-((0)/(1)))),-0.07952878490655044,-0.00000992851626341157,-0.9454780591343854,-0.21969713149823955,0.07157456523726025,0.3172105031812961,0.000006257484167447726,0.002490693282875093,-0.29593417659119914,0.2356514173921915,1.4000320531576125,-0.5585449679186243,-0.9391588246984742,-0.10531632944029701,-0.404873788850285,0.21678387795953372,NaN,NaN,6096.02418976682,501.41721372747287,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,1,1,4
382,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)-(0)),((((x)*(6))-((2)*(5)))+((5)-((9)/((3)/(9))))),-0.06412362807381351,-0.000015292086911181064,-0.9643597520178542,-0.3524139959079873,0.027822307437928982,0.4175130984046423,0.000016924284876854514,0.0033603693538232196,0.2458311509113606,0.09188013299076615,-0.286352926002833,-0.18941303551455135,-0.9541015625,-0.21753677394464244,-0.9374999999999999,0.1511560265408947,NaN,NaN,640.2028758309526,543.432352940292,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,1,3,4
383,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((4)*(x)))+(((7)+(0))*((6)-((6)-(6)))))/(((7)-((0)/(2)))*(((x)/(x))-((x)-((x)*(x)))))),((0)+(x)),NaN,0,-0.9560759477980938,0.008255384467473688,0.07028526861231804,0,0.00001547622783073147,0,0.2652979162314665,NaN,1.382950437419479,NaN,-0.9429594522229681,0.008255384467473688,-0.44746282340609655,0.008255384467473688,584.2803636132594,634.9177549537858,5659.774231342911,634.9177549537858,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddXD,AddRandomSubTreeR,0,0,2,1,4
384,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((8)*(9))*((x)-(x))),0.4925179962322268,0.00011769736441246956,-0.9383705516561576,-0.1723768279369562,0,0.2683308106576068,0.00002121162890993424,0.002692249141550219,-6.777297132026594,-0.9555917045011656,49.207389010468006,1.9711450101084744,-0.9374999999999999,-0.08554192804775017,-0.9374999999999999,0.5113298608380881,640.2028758309526,3154.8902417854647,640.2028758309526,312.8480284241678,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddXD,AddRandomSubTreeR,0,0,1,1,4
385,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(9))-((8)-(8)))*(((0)-(8))*((x)*((7)/(1)))))*(((8)*((0)+(5)))+(((x)-(x))*((x)*((x)*(x)))))),(((((x)*(3))-((2)+((0)-(0))))-(((7)*((0)+(5)))-((2)*((7)/(8)))))+((((x)-(0))*((9)+((3)*(x))))-(((x)*(x))-((x)-((x)-((x)-(x))))))),-0.13163137302911151,-0.00040163738222668036,-0.7732132583102282,-0.34678894547933314,0.6585505714388095,0.40546342578652084,0.004272285760039593,0.0021791601036933762,0.5659963827942698,0.49799671552587293,0.09401462772712676,-0.015131278172196616,-0.6004771861367917,-0.22906808688141594,0.9986672241665367,0.5934518597840086,NaN,NaN,7685648.0708217705,260.2732885300031,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddXD,AddRandomSubTreeR,0,0,2,2,4
386,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*(9))*((6)+(0))),(0),0.1321268017418496,0.0000018640804413477883,-0.9376658660685153,-0.016973542964482044,0.002597370338393103,0,0.00000003340865699922358,0.005957834520742878,-1.9173722881528448,-4.399369590662047,6.620865965161716,17.941193255686507,-0.9372722118950547,0,-0.9170359675907418,0,642.5361654288099,640.2028758309526,849.8209942230319,640.2028758309526,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MultXD,AddRandomSubTreeR,0,0,1,1,4
387,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(1))+((5)*((x)*(9))))*(((6)*(7))+((0)+((x)+(x))))),(((3)*((7)*(x)))*((5)*((x)/(x)))),0.11719691529047875,0.00010083629959499978,-0.9205490301056457,-0.20054367669444687,0.3546494062204806,0.2915883094006392,0.00027473838724961753,0.0026945242317236006,1.28085246940956,0.1570561105868666,2.5143041375601274,0.1579327890199984,-0.8541083497515825,-0.06124203762555125,0.900016729416366,0.5332332855446971,3132.720669192171,3881.6668662193115,102449.59935299351,260.89456150372746,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,2,1,4
388,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((8)+(4))*((1)*((x)*(x))))-(((5)+(5))-((9)*((9)+(x)))))*((((3)+(0))+((3)+(8)))*(((x)*(2))*((x)-((x)+(x)))))),(((((0)*(0))+((1)*((4)+(3))))-(((x)-(0))*((9)+((9)*(8)))))*((((8)*(0))+((5)*(x)))-(((x)+(x))-((x)-((x)-((x)/(x))))))),-0.07548963991837362,-0.000219041359397832,-0.7209225063980098,-0.16594386083309862,0.738153390220154,0.2765230814513305,0.004518844285296788,0.001863160070732042,0.37227455374003726,-0.5976607673289566,0.4244493024886524,0.6238480685900143,-0.527969350971447,-0.0900447992409701,0.9979783349833737,0.5423922090195993,NaN,3164.767740241209,5066737.530230644,254.37948467245195,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddTreeWithSub,AddRandomSubTreeR,0,0,9,4,4
389,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)*(5))+((9)*((9)+(5))))*(((9)+(x))+((x)+((x)/(x))))),(((x)*(9))/((1)*(2))),-0.1027714693256113,-0.0000025656167071950253,-0.9374184463509158,-0.09080003152642707,0.02498444870326523,0.17651838300779302,0.0000004441507289247827,0.0014031627261537629,4.92874265472768,-0.633207034870117,27.65431336521312,-0.07813612527926583,-0.9331655858160075,-0.026774547132977736,-0.7734420235041757,0.146159335596295,684.6013466411048,1641.2962844106787,2320.689089521089,546.6312488526632,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,1,5,4
390,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((3)*(2))*((9)*(x)))*(((x)+(8))*((6)*(x))))-(((0)-((0)-(4)))-((4)+((x)+((x)+(x)))))),(((((x)+(x))*((4)*((7)*(1))))*(((2)+((0)+(0)))-((0)/((0)+(4)))))+((((8)-(9))-((9)*(0)))+(((x)+(x))-((x)-((x)*((x)/(x))))))),0.08674066860327136,0.000057369269519163226,-0.9342024467983798,-0.0764351613204569,0.3804642538391404,0.19376650524165961,0.00037451712838028914,0.001167996185840196,1.6711372377322453,-0.8675774045721001,3.898330570353887,0.07325057487744946,-0.8530742689246418,-0.024281586054787984,0.9142817248372409,0.5822000362032174,NaN,NaN,119498.97491340901,267.47673834476814,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,1,3,4
391,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((8)*((x)-(x))))+(((8)+(0))/((3)*((x)/(5)))))-((((6)*(x))*((3)*(0)))+(((6)+(7))*((8)+((x)*(x)))))),(((x)*((7)-(5)))*((x)*(x))),0.03467254476021296,0.000020762516303547677,-0.9642009101743735,-0.13139699186599832,0.25541656070156865,0.3353169380223625,0.00014736802407887332,0.002433241850555227,1.563717842339327,0.008550959668591799,2.0406482470395164,-0.32515283314772603,-0.9257352516020563,-0.01384567936686245,0.5139936184229221,0.7986383143367062,NaN,NaN,23882.821248448407,128.91233024380907,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,6,14,4
392,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*(x))*((9)*(x))),((((1)+(x))*((x)+(x)))*((x)/((x)*(x)))),-0.11644925282627717,-0.000004934066101815534,-0.9380810925431311,-0.024026895637425723,0.040469733490413204,0.13951479988841511,0.000005785239442172389,0.00031032386512754864,0.6073737746849771,-0.07932627188845452,0.9710758025713502,0.6506239659479243,-0.9303014488620727,0.016519137102043103,-0.724665052588444,0.7166265442254568,713.9394060760293,630.8798306335138,2820.323602394275,130.44023748658063,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddTreeWithSub,AddRandomSubTreeR,0,0,1,15,4
393,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((x)*(x))*((x)+(x))),NaN,0,-0.9374999999999999,0.017837680174242202,0,0.15706901756142075,0,0.0002309552949529861,NaN,0.2916955502343051,NaN,0.6102396188612604,-0.9374999999999999,0.05994842759264418,-0.9374999999999999,0.6087934318916176,640.2028758309526,603.0055759333268,640.2028758309526,250.45156994694383,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,0,0,1,2,4
394,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)-((8)*(1)))+(((x)*(x))-((9)*(9))))*(((0)+(0))+((x)/((x)+((x)-(x)))))),((((x)*((0)*(x)))-(((x)+(9))-((0)/(7))))*(((x)+(0))*((x)-((x)-((x)+(9)))))),0.05599476329714172,0.000012838406929590488,-0.9499320443702368,-0.2707950941432832,0.10833173849535598,0.43433460980253524,0.000015346824524127124,0.0034253812844306443,1.198327760128717,-0.25558400437958895,4.6121695211105,-0.6759947189351903,-0.933222522180797,-0.15125962938342652,-0.10434207102193487,0.7536977692558601,NaN,NaN,9174.444510280839,157.68339644597722,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,10,1,4
395,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*(9))+((6)*(6)))*((8)+((x)*((x)/(x))))),((((6)+(9))*((x)-(0)))*((8)-((x)*((6)/(7))))),0.13875974996234383,0.000011677853639130206,-0.9371493988230934,-0.3976927381574821,0.07068691197350332,0.4480163380757773,0.0000016052077012754913,0.004412328148766892,6.520558358988444,-0.07609643077083901,46.921393121658255,-0.6997883613955187,-0.9278941594857899,-0.26219328581066337,-0.3725649827651388,0.5939336453094494,738.5978633824848,9171.636641412597,6426.971238892824,259.96484805108213,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,0,0,11,1,4
396,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((x)*(9)))*((5)*(7))),((((9)-((x)*(8)))/((1)*((5)+(x))))-(((x)-(x))/((x)/((x)+(x))))),0.1819132140385274,0.000026703224001848678,-0.9360019677103474,-0.022341577821503124,0.21499975427239607,0.021637613602928076,0.00003594098219478914,0.0005995272979321689,4.935614722123041,-0.9061669894448868,29.16969468416852,0.6347840317859346,-0.8971033643038638,0.0092480381482141,0.28857516766020114,0.29541971704181097,1091.4649343409224,633.5889631946281,14398.21263984604,430.0600398005819,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MultXD,AddRandomSubTreeR,0,0,7,1,4
397,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((0)-(x))*((6)/(5)))*(((x)*(0))*((7)+((2)*(x)))))*((((1)+(9))/((x)-(8)))-(((3)+(2))-((7)*((x)*(x)))))),((x)*(9)),-0.2521924983102292,-0.000021131575686918998,-0.9300092879915755,-0.000023670086134118144,0.34812505121719944,0.016552108735877917,0.0003920039258346858,0.000017910553981907527,1.0217659387896687,-4.798615985898327,0.3853710768038372,26.734018471354197,-0.8748537896825419,0.0046035293315551135,0.9408319312370561,0.07377034044034662,4101.3967434634105,637.2446425292874,173121.1822095241,592.9748917300143,FellTreeD|AddXD|AddTreeWithDiv|MutateTerminalR|AddXD|AddRandomSubTreeR|FellTreeD|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|AddToLeafX|DivXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,FellTreeD,AddRandomSubTreeR,0,0,3,1,4
