gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
128,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((6)*(8))*((9)+(0)))*(((0)+(x))-((8)*(9))))/(((x)/((6)-(9)))/(((1)-(3))/((x)*((x)-(x)))))),(0),NaN,0,-0.9713498024662868,0,0.17704489110318294,0,0.00003105044621066158,0,1.3800836283563567,NaN,5.916975991058907,NaN,-0.9462688595222087,0,0.42578608000057677,0,625.9398856522816,640.2028758309526,19440.427670231464,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,2,18,2
129,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)+(3))*((x)*(x)))+(((7)*(9))+((3)*((x)/(1)))))*(((x)/((1)/(8)))-(((5)-(x))*((x)+((1)-(x)))))),(((((9)*((x)*(x)))+((7)-((0)*(5))))+(((4)*((x)-(5)))*((9)/((3)-(3)))))*((((3)*(6))*((8)*((7)+(3))))/(((7)+((5)+(5)))*((6)*((x)+((x)-(x))))))),0.24502970009690925,0.0001563987857763399,-0.9511459976274017,-0.24834251437395002,0.2347978880881694,0.35016081063775306,0.00013912566168190394,0.0029283437384283214,0.537353657588924,-0.09596464551264179,-0.7791756794496751,-0.06259852984914893,-0.9232684455277844,-0.1238208020324793,0.7746660644878874,0.5435008565088976,NaN,223072.27689452958,73554.87062859187,292.2520644773705,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddTreeWithMult,0,0,1,4,2
130,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*((8)*(6))),(0),NaN,0,-0.9375655695606362,0,0.0028899438738047025,0,0.00000010466141605245744,0,-0.19566531102516518,NaN,-0.07298066796388536,NaN,-0.9368005080223691,0,-0.9204390479007892,0,647.3679442421526,640.2028758309526,814.962405404214,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,1,5,2
131,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)+(2))*((5)/(1)))*((9)+((9)*(7)))),(((((x)*(x))-((0)*(0)))+(((0)/(8))/((4)/(2))))+(((2)+((5)/(1)))*((x)-((1)-((x)-(x)))))),0.08910507887401173,0.000012261278978736002,-0.9426186146950521,-0.348863305338609,0.07172335424796623,0.4251650077735083,0.000007921202909547126,0.0023904270338362095,0.9101865028272499,-0.4694681705364183,3.2590007082634744,0.7147150446573853,-0.9312159276752783,-0.2442556654131874,-0.3742312499950047,0.597359132334159,NaN,NaN,6409.903253733415,257.7718414067414,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddTreeWithMult,0,0,3,4,2
132,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+((x)*(x))),(((4)*((3)*(x)))*((7)-((6)-(5)))),-0.16408071182860084,-0.0000002087677745440344,-0.9373411013808565,-0.011461544951379566,0.0012016601751366751,0.05031489451266566,0.00000001645180143073412,0.00009840074837150217,0.21717924242137188,-0.24631027144774992,0.5462888712973806,-0.5554133156610068,-0.9370080597841279,0.007884315921741865,-0.9361150957943566,0.5658299242166626,645.2419404859636,635.6609837097665,654.3887903142052,277.95693111623524,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,1,5,2
133,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*((9)*(7)))*((5)*((5)-(6))))-(((8)*(6))-((x)+((2)-(1))))),((((x)*(9))*((9)+((0)+(x))))+((x)/((1)-((5)+(9))))),0.1151602282281614,0.0000847112948244594,-0.9292321016806696,-0.10926791103779732,0.31160755892922415,0.16512072736585431,0.00028910558287805903,0.0018716348703999917,1.5704361379413523,-0.3918798908094654,1.9349311222519963,-0.4668353867360824,-0.8745303816350163,-0.03235032860522792,0.888582941376824,0.5646668214689151,NaN,1199.760250195512,91936.06562473487,278.7015528402301,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,ReplaceBranchXR,0,0,3,2,2
134,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)*((2)/(2)))-((7)+((7)*(6))))*(((4)+(7))-((x)*((9)*((6)-(x)))))),((9)+((9)*(x))),-0.09471158831331852,-0.000019410546127137473,-0.8677353867060705,0.062391669933365465,0.4696037027286356,0.03713116920432542,0.001490002639272362,0.000028189166325497917,0.6693258975990382,-0.49859853488400185,0.3046154100324534,0.7174985502496187,-0.7664146863878012,0.0761442838841545,0.7943078996393494,0.146159335596295,4176.128995650848,591.477607905655,49798.92759777954,546.6312488526632,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,1,3,2
135,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(7)))*(((7)-(x))*((1)/(1))))/(((9)*(x))-((x)-((4)-((0)-(x)))))),((((0)*((6)+(x)))*((x)+((6)/(2))))-(((2)-(7))-((6)/((1)-((x)*(x)))))),0.06286695695254131,0.00003515590618367447,-0.947975056818015,-0.476006735627022,0.2553968166374158,0.5018936017823088,0.00009643299600559838,0.0032428439915595767,1.8445144305880314,-0.00360384812919031,3.4982685591206866,-0.37899291932131884,-0.9124185720024798,-0.34419737507865983,0.9439848569504068,0.7241778250906721,NaN,NaN,182865.65838502563,176.58214959489973,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,DeleteTerminalR,0,0,3,1,2
136,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((6)*(9)))*(((9)*(0))+((3)-(x))))+(((9)+(0))*((x)-((9)+((x)/(x)))))),((((x)*(x))+((0)*(3)))-((1)+((x)*((x)-(x))))),0.10656926111739573,0.000025912411039295477,-0.9396718545644621,-0.0700235424127444,0.21796296571940266,0.21553648483223486,0.000027074863759323213,0.0021836622130187383,3.9489227099539015,-0.3943408631020225,16.786854356082223,0.003355604443885607,-0.9123771812406969,0.03421676744366127,0.8029864210663771,0.816796591562658,2093.771631198229,1114.8802042046127,95027.12417478523,117.2873489436189,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,9,1,2
137,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((6)*(8)))+((x)/(x))),((((x)*((0)+(0)))+((x)+((0)-(0))))+(((1)+(x))*((x)+((x)+((0)*(x)))))),-0.1522612284331119,-0.00000034991944100122215,-0.9375456680470502,-0.18748324656624238,0.00020662074356861943,0.2983164156467081,0.0000000028486893919978426,0.0018540113427392268,-0.33561258908848396,-0.13151289629936413,-0.2925151863214426,-0.48499882373828607,-0.9374445867572512,-0.09589974938454558,-0.9367435802102997,0.7986383143367062,640.7704873088237,3173.1668730933434,647.9510698261781,128.91233024380907,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,5,6,2
138,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)+(3))*((2)*((7)*(3))))*((9)/((1)/((7)+(x))))),(((((5)+(0))+((3)-(0)))*(((x)*(4))/((0)*(8))))+(((4)*((6)*(2)))+((x)*((x)+((x)*(x)))))),0.020053945829358162,0.0000032711403276560204,-0.9455610006781754,-0.21142497501670557,0.09328795838790684,0.36724806276064786,0.000011171999442291292,0.002381594233503452,0.6767531540249158,0.5526078175181907,2.0914931820163756,0.0892134736070318,-0.933368975596063,-0.08457340321886993,-0.21503763878951385,0.9351570412411064,682.5179750874047,NaN,8040.562577056132,41.5126486748316,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,5,1,2
139,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((8)-(0))*((8)*(x)))-(((4)-(6))*((9)/(4))))*(((5)-((9)*(x)))+(((5)*(x))*((x)+((x)*(x)))))),(((((5)+(5))*((x)*(1)))+(((0)+(8))-((0)+((2)+(x)))))*(((x)+((2)-(4)))*(((x)+(0))-((x)-((x)-(x)))))),-0.08864359145050661,-0.0002746278544501804,-0.7104695126653081,-0.17111017313462523,0.7062498962668488,0.24191702779576074,0.004666181732434726,0.0020569930857286486,0.02535499791612925,-0.3670034774521053,-0.24614980907529738,0.9485973742837266,-0.5467787997323078,-0.0711893611189704,0.9993767244925772,0.8187359338900944,NaN,NaN,16434539.607771844,116.04577640837353,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,AddXD,0,0,2,1,2
140,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)+(9)),(0),NaN,0,-0.9374924091965309,0,0.00017547804043331071,0,0.0000000006285672940963379,0,0.08234545072950106,NaN,-0.4618430306977639,NaN,-0.9374384011315529,0,-0.9372607417928671,0,640.8338481945973,640.2028758309526,642.6536565073151,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,13,2,2
141,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((8)*((x)*(9)))*((4)+((x)+(0)))),(0),NaN,0,-0.938215979436241,0,0.007366694777331907,0,0.0000001280820331161496,0,0.6074359233818788,NaN,0.45743377885069236,NaN,-0.9371619630600352,0,-0.8908292170647497,0,643.6654713685946,640.2028758309526,1118.263187069822,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddTreeWithMult,0,0,1,4,2
142,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*((9)*(5)))*((6)*(x))),((((x)+(0))*((8)*((7)-(0))))-(((0)*(x))/((9)-((7)/(x))))),0.2715526486933761,0.00005703406616629448,-0.9412438236275529,-0.16662145266511444,0.14898187478791866,0.27050696911971756,0.000022533540692975255,0.0019576324083811158,1.6552037057465208,-0.30235824455944116,4.108313907746881,-0.3368274341778448,-0.9225999166049415,-0.07807265077381254,0.24023240763235948,0.20205273791502198,804.9854773615766,NaN,13482.078093610873,496.47538262793614,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,2,1,2
143,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((8)*(x))),(0),NaN,0,-0.9409347109999416,0,0.005626464762182996,0,0.0000009593211486898968,0,-0.014110250438695338,NaN,0.165098347727902,NaN,-0.9386315982153112,0,-0.920051834810861,0,628.6116369233152,640.2028758309526,818.9287243439173,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddTreeWithMult,0,0,2,2,2
144,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+((6)+(7))))*(((x)-(8))+((8)*((1)+(5)))))*((((7)/(1))-((3)*(5)))+(((0)+(5))+((x)*((x)+((2)+(x))))))),((x)*(9)),-0.05338143885098329,-0.000002596622975205424,-0.8646637035900125,0.002678227524753665,0.5407249233264994,0.01705827450606034,0.0016768801694475959,0.0000014110266319606117,0.32322681076546095,0.36621739719728436,-0.30094247090980675,0.22734940970794026,-0.7622122616374944,0.006163124197952908,0.9996040016522694,0.07377034044034662,413911.98002362886,636.2595847147547,25866890.788807124,592.9748917300143,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,AddTreeWithMult,0,0,1,1,2
145,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((8)*((x)-(3)))*((x)*(7))),((((x)*((x)+(0)))-((0)+((2)+(6))))-(((6)*(x))-((1)/((6)/(7))))),0.07810929712387336,0.000009904775012550669,-0.9354062586407711,-0.2149768886810467,0.04376889939822366,0.32999626096793044,0.000005872417620897076,0.002738210536329936,0.6396330725966619,-0.4118493507806974,-0.012952385883390427,-0.19448003150782567,-0.9286286065769864,-0.1103665441621256,-0.6802868365286814,0.7299852978641723,731.0747411436104,3709.200271631157,3274.900587125594,172.86418882399494,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchXR,0,0,1,2,2
146,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((8)+(4))*((x)*(x)))+(((2)*(x))*((3)*((5)-(9)))))-(((x)*((0)-(0)))-(((9)+(x))-((x)+((x)/(x)))))),(((6)*(2))*((x)*(9))),0.16123337724647765,0.0002644519681953531,-0.9192136940908366,-0.3992223761865606,0.33426960416274715,0.44547490335326495,0.000718841521922237,0.0037424029804888595,0.36271609757169765,0.06237283235811437,-0.6811289819756752,0.6976215139018702,-0.8600893151235212,-0.2532508934695898,0.6957763552709569,0.5892321546922037,NaN,NaN,45141.302928938836,262.9747558649351,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchR,0,0,1,6,2
147,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)-(3))*((x)-(6)))/((x)/((x)-((x)-(x))))),((((3)*(7))+((0)+((0)*(5))))*((x)-((x)-((6)+(9))))),0.19370166381278028,0.000025968857563029228,-0.94649492830547,-0.1498599701480385,0.013426975144852214,0.2633699935568196,0.000008088217445709331,0.002222215476747661,0.1810608606950885,-0.01657815570394462,-0.7266489737666109,-0.28129119758098,-0.9399583403980623,-0.04682059472562259,-0.9364367758167425,0.5948610182885581,NaN,NaN,651.0937427073446,259.37114120288885,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddTreeWithMult,0,0,1,4,2
148,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*(9)),(0),NaN,0,-0.9375544344043452,0,0.0002922033979584105,0,0.000000002652491986839374,0,-0.3913514686666107,NaN,0.15014722067299813,NaN,-0.9374370762353883,0,-0.9360490382938909,0,640.8474194319517,640.2028758309526,655.065433542499,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,2,5,2
149,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(x)))+(((2)*(x))*((x)+(8))))-(((5)-(4))*((8)*((9)+((2)/(x)))))),(((x)+((3)-(7)))+((x)*((x)*(x)))),-0.01469463345576975,-0.000012775766649814196,-0.9551886664244025,-0.3209998174121118,0.34554318450548827,0.47321728719362843,0.00025359904803292917,0.002980635074570509,2.486926710526343,-0.041302534675748084,7.747100697988522,-0.026072877122733207,-0.8824040333420409,-0.19802698754287174,0.8167732975181601,0.8738414191739067,NaN,50863.555199720875,110768.793392689,80.76708625561668,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,4,3,2
150,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((7)*((9)*(x)))+(((2)*(x))/((7)-(6))))*(((4)/((4)*(5)))*((4)+((3)*((x)*(x)))))),((((x)-(0))+((x)+((0)-(1))))*((x)*((x)-((x)+(x))))),0.21675186804765775,0.0004937443805513404,-0.8971927733997094,-0.6195425810989169,0.37036668264708306,0.4932551928264285,0.0010144898290005157,0.005114826849101526,0.6878180215965092,0.04703667015955672,-0.0018932122610753055,-0.7529874646589332,-0.8213169354377283,-0.47804141624768726,0.8001994656259616,0.7666382404888548,NaN,NaN,51267.360447191175,149.39886954800636,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,5,2,2
